Expediente,Mercado,FechaResolucion,Decision,Rubro,Efecto
CNT-007-2017,,2017-02-20,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-013-2017,,2017-02-20,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-149-2016,,2017-02-20,AUTORIZADA,CNT,DIVERSIFICACION POR LINEA DE PRODUCTO
CNT-001-2017,,2017-09-02,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-005-2017,,2017-09-02,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-060-2016,,2017-09-02,AUTORIZADA,CNT,VERTICAL
CNT-147-2016,,2017-09-02,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-091-2016,,2017-02-02,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-141-2016,,2017-02-02,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-116-2016,,2017-01-26,AUTORIZADA,CNT,HORIZONTAL
CNT-137-2016,,2017-01-26,AUTORIZADA,CNT,HORIZONTAL
CNT-138-2016,,2017-01-26,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-140-2016,,2017-01-26,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-142-2016,,2017-01-26,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-106-2016,,2017-01-19,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-134-2016,,2017-01-19,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-136-2016,,2017-12-01,AUTORIZADA,CNT,HORIZONTAL
CNT-139-2016,,2017-12-01,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-072-2016,,2017-10-01,AUTORIZADA,CNT,HORIZONTAL
CNT-107-2016,,2017-10-01,AUTORIZADA,CNT,DIVERSIFICACION POR LINEA DE PRODUCTO
CNT-112-2016,,2017-10-01,AUTORIZADA,CNT,HORIZONTAL
CNT-128-2016,,2017-10-01,AUTORIZADA,CNT,HORIZONTAL
CNT-132-2016,,2017-10-01,AUTORIZADA,CNT,DIVERSIFICACION POR LINEA DE PRODUCTO
CNT-045-2016,,2016-12-15,CONDICIONADA,CNT,HORIZONTAL
CNT-117-2016,,2016-12-15,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-118-2016,,2016-12-15,AUTORIZADA,CNT,DIVERSIFICACION POR LINEA DE PRODUCTO
CNT-121-2016,,2016-12-15,AUTORIZADA,CNT,HORIZONTAL
CNT-135-2016,,2016-12-15,AUTORIZADA,CNT,HORIZONTAL
CNT-109-2016,,2016-08-12,AUTORIZADA,CNT,DIVERSIFICACION POR EXTENSIÓN DE MERCADO
CNT-122-2016,,2016-08-12,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-123-2016,,2016-08-12,AUTORIZADA,CNT,HORIZONTAL
CNT-124-2016,,2016-08-12,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-125-2016,,2016-08-12,AUTORIZADA,CNT,HORIZONTAL
CNT-105-2016,,2016-05-12,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-114-2016,,2016-05-12,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-129-2016,,2016-05-12,AUTORIZADA,CNT,HORIZONTAL
CNT-130-2016,,2016-05-12,AUTORIZADA,CNT,HORIZONTAL
CNT-131-2016,,2016-05-12,AUTORIZADA,CNT,HORIZONTAL
CNT-133-2016,,2016-05-12,AUTORIZADA,CNT,<<SELECCIONE>>
CNT-111-2016,,2016-11-24,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-113-2016,,2016-11-24,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-120-2016,,2016-11-24,AUTORIZADA,CNT,DIVERSIFICACION POR LINEA DE PRODUCTO
CNT-099-2016,,2016-11-17,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-104-2016,,2016-11-17,AUTORIZADA,CNT,HORIZONTAL
CNT-110-2016,,2016-11-17,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-115-2016,,2016-11-17,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-119-2016,,2016-11-17,En Curso,CNT,DIVERSIFICACION PURA
CNT-064-2016,,2016-10-11,AUTORIZADA,CNT,HORIZONTAL
CNT-102-2016,,2016-10-11,AUTORIZADA,CNT,REESTRUCTURACIÓN CORPORATIVA
CNT-103-2016,,2016-10-11,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-061-2016,,2016-03-11,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-075-2016,,2016-03-11,AUTORIZADA,CNT,HORIZONTAL
CNT-080-2016,,2016-03-11,AUTORIZADA,CNT,HORIZONTAL
CNT-095-2016,,2016-03-11,AUTORIZADA,CNT,DIVERSIFICACION POR LINEA DE PRODUCTO
CNT-051-2016,,2016-02-11,AUTORIZADA,CNT,HORIZONTAL
CNT-101-2016,,2016-02-11,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-081-2016,,2016-10-25,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-063-2016,,2016-10-24,AUTORIZADA,CNT,HORIZONTAL
CNT-100-2016,,2016-10-13,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-086-2016,,2016-06-10,AUTORIZADA,CNT,VERTICAL
CNT-090-2016,,2016-06-10,AUTORIZADA,CNT,HORIZONTAL
CNT-025-2016,,2016-09-29,AUTORIZADA,CNT,HORIZONTAL
CNT-078-2016,,2016-09-29,AUTORIZADA,CNT,VERTICAL
CNT-082-2016,,2016-09-29,AUTORIZADA,CNT,DIVERSIFICACION POR LINEA DE PRODUCTO
CNT-092-2016,,2016-09-29,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-094-2016,,2016-09-29,AUTORIZADA,CNT,VERTICAL
CNT-096-2016,,2016-09-29,AUTORIZADA,CNT,HORIZONTAL
CNT-087-2016,,2016-09-27,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-088-2016,,2016-09-27,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-089-2016,,2016-09-27,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-097-2016,,2016-09-27,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-093-2016,,2016-09-15,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-066-2016,,2016-12-09,AUTORIZADA,CNT,HORIZONTAL
CNT-067-2016,,2016-12-09,AUTORIZADA,CNT,HORIZONTAL
CNT-076-2016,,2016-12-09,AUTORIZADA,CNT,HORIZONTAL
CNT-085-2016,,2016-12-09,AUTORIZADA,CNT,HORIZONTAL
CNT-062-2016,,2016-01-09,AUTORIZADA,CNT,HORIZONTAL
CNT-077-2016,,2016-01-09,AUTORIZADA,CNT,DIVERSIFICACION POR LINEA DE PRODUCTO
CNT-065-2016,,2016-08-25,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-071-2016,,2016-08-25,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-079-2016,,2016-08-25,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-043-2016,,2016-11-08,AUTORIZADA,CNT,HORIZONTAL
CNT-057-2016,,2016-11-08,AUTORIZADA,CNT,HORIZONTAL
CNT-059-2016,,2016-11-08,AUTORIZADA,CNT,VERTICAL
CNT-070-2016,,2016-11-08,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-074-2016,,2016-11-08,AUTORIZADA,CNT,DIVERSIFICACION POR EXTENSIÓN DE MERCADO
CNT-046-2016,,2016-04-08,AUTORIZADA,CNT,HORIZONTAL
CNT-053-2016,,2016-04-08,AUTORIZADA,CNT,REESTRUCTURACIÓN CORPORATIVA
CNT-038-2016,,2016-07-07,AUTORIZADA,CNT,HORIZONTAL
CNT-048-2016,,2016-07-07,AUTORIZADA,CNT,HORIZONTAL
CNT-052-2016,,2016-04-07,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-055-2016,,2016-04-07,AUTORIZADA,CNT,DIVERSIFICACION POR EXTENSIÓN DE MERCADO
CNT-056-2016,,2016-04-07,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-024-2016,,2016-01-07,AUTORIZADA,CNT,HORIZONTAL
CNT-039-2016,,2016-06-23,AUTORIZADA,CNT,HORIZONTAL
CNT-041-2016,,2016-06-23,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-054-2016,,2016-06-23,AUTORIZADA,CNT,<<SELECCIONE>>
CNT-042-2016,,2016-06-20,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-050-2016,,2016-06-16,En Curso,CNT,REESTRUCTURACIÓN CORPORATIVA
CNT-010-2016,,2016-09-06,AUTORIZADA,CNT,HORIZONTAL
CNT-030-2016,,2016-09-06,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-047-2016,,2016-09-06,AUTORIZADA,CNT,HORIZONTAL
CNT-034-2016,,2016-02-06,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-040-2016,,2016-02-06,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-044-2016,,2016-02-06,AUTORIZADA,CNT,HORIZONTAL
CNT-036-2016,,2016-05-19,AUTORIZADA,CNT,HORIZONTAL
CNT-015-2016,,2016-12-05,AUTORIZADA,CNT,HORIZONTAL
CNT-033-2016,,2016-12-05,AUTORIZADA,CNT,HORIZONTAL
CNT-022-2016,,2016-02-05,AUTORIZADA,CNT,<<SELECCIONE>>
CNT-027-2016,,2016-02-05,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-028-2016,,2016-02-05,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-031-2016,,2016-02-05,AUTORIZADA,CNT,HORIZONTAL
CNT-035-2016,,2016-02-05,AUTORIZADA,CNT,HORIZONTAL
CNT-110-2015,,2016-04-28,AUTORIZADA,CNT,HORIZONTAL
CNT-009-2016,,2016-04-21,AUTORIZADA,CNT,HORIZONTAL
CNT-020-2016,,2016-04-21,AUTORIZADA,CNT,DIVERSIFICACION POR LINEA DE PRODUCTO
CNT-029-2016,,2016-04-21,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-002-2016,,2016-04-14,AUTORIZADA,CNT,HORIZONTAL
CNT-007-2016,,2016-04-14,AUTORIZADA,CNT,HORIZONTAL
CNT-017-2016,,2016-04-14,AUTORIZADA,CNT,HORIZONTAL
CNT-023-2016,,2016-04-14,AUTORIZADA,CNT,HORIZONTAL
CNT-026-2016,,2016-04-14,AUTORIZADA,CNT,HORIZONTAL
CNT-014-2016,,2016-07-04,AUTORIZADA,CNT,HORIZONTAL
CNT-021-2016,,2016-07-04,AUTORIZADA,CNT,HORIZONTAL
CNT-003-2016,,2016-03-31,AUTORIZADA,CNT,HORIZONTAL
CNT-013-2016,,2016-03-31,AUTORIZADA,CNT,HORIZONTAL
CNT-050-2015,,2016-03-31,CONDICIONADA,CNT,HORIZONTAL
CNT-011-2016,,2016-03-17,AUTORIZADA,CNT,<<SELECCIONE>>
CNT-114-2015,,2016-03-17,AUTORIZADA,CNT,HORIZONTAL
CNT-012-2016,,2016-11-03,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-016-2016,,2016-11-03,AUTORIZADA,CNT,HORIZONTAL
CNT-018-2016,,2016-11-03,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-139-2015,,2016-11-03,AUTORIZADA,CNT,HORIZONTAL
CNT-006-2016,,2016-03-03,AUTORIZADA,CNT,HORIZONTAL
CNT-121-2015,,2016-03-03,AUTORIZADA,CNT,HORIZONTAL
CNT-107-2015,,2016-02-29,AUTORIZADA,CNT,HORIZONTAL
CNT-132-2015,,2016-02-25,AUTORIZADA,CNT,HORIZONTAL
CNT-005-2016,,2016-02-18,AUTORIZADA,CNT,REESTRUCTURACIÓN CORPORATIVA
CNT-008-2016,,2016-02-18,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-137-2015,,2016-03-02,AUTORIZADA,CNT,REESTRUCTURACIÓN CORPORATIVA
CNT-001-2016,,2016-01-28,AUTORIZADA,CNT,HORIZONTAL
CNT-004-2016,,2016-01-28,AUTORIZADA,CNT,<<SELECCIONE>>
CNT-123-2015,,2016-01-28,AUTORIZADA,CNT,<<SELECCIONE>>
CNT-124-2015,,2016-01-28,AUTORIZADA,CNT,<<SELECCIONE>>
CNT-138-2015,,2016-01-28,AUTORIZADA,CNT,HORIZONTAL
CNT-131-2015,,2016-01-21,AUTORIZADA,CNT,VERTICAL
CNT-133-2015,,2016-01-21,AUTORIZADA,CNT,HORIZONTAL
CNT-135-2015,,2016-01-21,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-136-2015,,2016-01-21,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-140-2015,,2016-01-21,AUTORIZADA,CNT,DIVERSIFICACION POR EXTENSIÓN DE MERCADO
CNT-141-2015,,2016-01-21,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-126-2015,,2016-01-14,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-128-2015,,2016-01-14,AUTORIZADA,CNT,<<SELECCIONE>>
CNT-129-2015,,2016-01-14,AUTORIZADA,CNT,HORIZONTAL
CNT-130-2015,,2016-01-14,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-085-2015,,2015-12-15,NO AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-086-2015,,2015-03-12,AUTORIZADA,CNT,<<SELECCIONE>>
CNT-105-2015,,2015-03-12,AUTORIZADA,CNT,<<SELECCIONE>>
CNT-115-2015,,2015-03-12,AUTORIZADA,CNT,REESTRUCTURACIÓN CORPORATIVA
CNT-116-2015,,2015-03-12,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-118-2015,,2015-03-12,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-119-2015,,2015-03-12,AUTORIZADA,CNT,HORIZONTAL
CNT-122-2015,,2015-03-12,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-112-2015,,2015-11-26,AUTORIZADA,CNT,HORIZONTAL
CNT-117-2015,,2015-11-26,AUTORIZADA,CNT,<<SELECCIONE>>
CNT-120-2015,,2015-11-26,AUTORIZADA,CNT,HORIZONTAL
CNT-100-2015,,2015-12-11,AUTORIZADA,CNT,HORIZONTAL
CNT-109-2015,,2015-12-11,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-113-2015,,2015-12-11,AUTORIZADA,CNT,<<SELECCIONE>>
CNT-103-2015,,2015-05-11,AUTORIZADA,CNT,REESTRUCTURACIÓN CORPORATIVA
CNT-108-2015,,2015-05-11,AUTORIZADA,CNT,<<SELECCIONE>>
CNT-111-2015,,2015-05-11,AUTORIZADA,CNT,HORIZONTAL
CNT-104-2015,,2015-10-30,AUTORIZADA,CNT,HORIZONTAL
CNT-106-2015,,2015-10-30,AUTORIZADA,CNT,HORIZONTAL
CNT-093-2015,,2015-10-15,AUTORIZADA,CNT,HORIZONTAL
CNT-097-2015,,2015-10-15,AUTORIZADA,CNT,DIVERSIFICACION POR LINEA DE PRODUCTO
CNT-098-2015,,2015-10-15,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-101-2015,,2015-10-15,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-102-2015,,2015-10-15,AUTORIZADA,CNT,HORIZONTAL
CNT-099-2015,,2015-09-10,AUTORIZADA,CNT,<<SELECCIONE>>
CNT-021-2015,,2015-05-10,CONDICIONADA,CNT,HORIZONTAL
CNT-094-2015,,2015-05-10,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-095-2015,,2015-01-10,AUTORIZADA,CNT,<<SELECCIONE>>
CNT-073-2015,,2015-09-27,AUTORIZADA,CNT,DIVERSIFICACION POR EXTENSIÓN DE MERCADO
CNT-092-2015,,2015-09-17,AUTORIZADA,CNT,HORIZONTAL
CNT-069-2015,,2015-10-09,AUTORIZADA,CNT,HORIZONTAL
CNT-081-2015,,2015-10-09,AUTORIZADA,CNT,<<SELECCIONE>>
CNT-083-2015,,2015-10-09,AUTORIZADA,CNT,HORIZONTAL
CNT-090-2015,,2015-10-09,AUTORIZADA,CNT,HORIZONTAL
CNT-091-2015,,2015-10-09,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-087-2015,,2015-03-09,AUTORIZADA,CNT,DIVERSIFICACION POR LINEA DE PRODUCTO
CNT-088-2015,,2015-03-09,AUTORIZADA,CNT,HORIZONTAL
CNT-089-2015,,2015-03-09,AUTORIZADA,CNT,<<SELECCIONE>>
CNT-079-2015,,2015-08-27,AUTORIZADA,CNT,DIVERSIFICACION POR LINEA DE PRODUCTO
CNT-080-2015,,2015-08-27,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-082-2015,,2015-08-27,AUTORIZADA,CNT,DIVERSIFICACION POR LINEA DE PRODUCTO
CNT-047-2015,,2015-08-20,AUTORIZADA,CNT,HORIZONTAL
CNT-061-2015,,2015-08-20,AUTORIZADA,CNT,HORIZONTAL
CNT-068-2015,,2015-08-20,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-076-2015,,2015-08-20,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-078-2015,,2015-08-20,AUTORIZADA,CNT,HORIZONTAL
CNT-059-2015,,2015-08-13,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-063-2015,,2015-08-13,AUTORIZADA,CNT,DIVERSIFICACION POR EXTENSIÓN DE MERCADO
CNT-065-2015,,2015-08-13,AUTORIZADA,CNT,VERTICAL
CNT-071-2015,,2015-08-13,AUTORIZADA,CNT,HORIZONTAL
CNT-074-2015,,2015-08-13,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-075-2015,,2015-08-13,AUTORIZADA,CNT,DIVERSIFICACION POR EXTENSIÓN DE MERCADO
CNT-077-2015,,2015-08-13,AUTORIZADA,CNT,HORIZONTAL
CNT-067-2015,,2015-07-22,AUTORIZADA,CNT,REESTRUCTURACIÓN CORPORATIVA
CNT-072-2015,,2015-07-22,AUTORIZADA,CNT,HORIZONTAL
CNT-058-2015,,2015-07-16,AUTORIZADA,CNT,DIVERSIFICACION POR LINEA DE PRODUCTO
CNT-070-2015,,2015-07-16,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-066-2015,,2015-09-07,AUTORIZADA,CNT,<<SELECCIONE>>
CNT-040-2015,,2015-02-07,AUTORIZADA,CNT,HORIZONTAL
CNT-055-2015,,2015-02-07,AUTORIZADA,CNT,HORIZONTAL
CNT-057-2015,,2015-02-07,AUTORIZADA,CNT,HORIZONTAL
CNT-064-2015,,2015-02-07,AUTORIZADA,CNT,HORIZONTAL
CNT-054-2015,,2015-06-25,AUTORIZADA,CNT,HORIZONTAL
CNT-056-2015,,2015-06-18,AUTORIZADA,CNT,HORIZONTAL
CNT-062-2015,,2015-06-18,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-053-2015,,2015-11-06,AUTORIZADA,CNT,HORIZONTAL
CNT-045-2015,,2015-04-06,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-051-2015,,2015-04-06,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-052-2015,,2015-04-06,AUTORIZADA,CNT,HORIZONTAL
CNT-122-2014,,2015-04-06,AUTORIZADA,CNT,HORIZONTAL
CNT-024-2015,,2015-05-28,AUTORIZADA,CNT,HORIZONTAL
CNT-043-2015,,2015-05-28,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-046-2015,,2015-05-28,AUTORIZADA,CNT,HORIZONTAL
CNT-048-2015,,2015-05-28,AUTORIZADA,CNT,HORIZONTAL
CNT-044-2015,,2015-05-20,AUTORIZADA,CNT,<<SELECCIONE>>
CNT-049-2015,,2015-05-20,AUTORIZADA,CNT,DIVERSIFICACION POR EXTENSIÓN DE MERCADO
CNT-088-2014,,2015-05-20,AUTORIZADA,CNT,HORIZONTAL
CNT-026-2015,,2015-05-14,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-030-2015,,2015-05-14,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-032-2015,,2015-05-14,AUTORIZADA,CNT,HORIZONTAL
CNT-033-2015,,2015-05-14,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-035-2015,,2015-05-14,AUTORIZADA,CNT,HORIZONTAL
CNT-041-2015,,2015-05-14,AUTORIZADA,CNT,HORIZONTAL
CNT-028-2015,,2015-07-05,AUTORIZADA,CNT,HORIZONTAL
CNT-034-2015,,2015-07-05,AUTORIZADA,CNT,HORIZONTAL
CNT-038-2015,,2015-07-05,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-098-2014,,2015-07-05,AUTORIZADA,CNT,HORIZONTAL
CNT-031-2015,,2015-06-05,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-037-2015,,2015-06-05,AUTORIZADA,CNT,VERTICAL
CNT-042-2015,,2015-06-05,AUTORIZADA,CNT,HORIZONTAL
CNT-036-2015,,2015-04-23,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-039-2015,,2015-04-23,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-005-2015,,2015-04-20,AUTORIZADA,CNT,<<SELECCIONE>>
CNT-025-2015,,2015-04-20,AUTORIZADA,CNT,DIVERSIFICACION POR LINEA DE PRODUCTO
CNT-029-2015,,2015-04-20,AUTORIZADA,CNT,VERTICAL
CNT-016-2015,,2015-03-24,AUTORIZADA,CNT,HORIZONTAL
CNT-022-2015,,2015-03-24,AUTORIZADA,CNT,REESTRUCTURACIÓN CORPORATIVA
CNT-027-2015,,2015-03-24,AUTORIZADA,CNT,HORIZONTAL
CNT-126-2014,,2015-03-24,En Curso,CNT,HORIZONTAL
CNT-011-2015,,2015-03-19,AUTORIZADA,CNT,HORIZONTAL
CNT-023-2015,,2015-03-19,AUTORIZADA,CNT,HORIZONTAL
CNT-020-2015,,2015-12-03,AUTORIZADA,CNT,VERTICAL
CNT-002-2015,,2015-05-03,AUTORIZADA,CNT,HORIZONTAL
CNT-006-2015,,2015-05-03,AUTORIZADA,CNT,HORIZONTAL
CNT-013-2015,,2015-05-03,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-018-2015,,2015-05-03,AUTORIZADA,CNT,HORIZONTAL
CNT-078-2014,,2015-05-03,AUTORIZADA,CNT,<<SELECCIONE>>
CNT-124-2014,,2015-05-03,AUTORIZADA,CNT,HORIZONTAL
CNT-007-2015,,2015-02-26,AUTORIZADA,CNT,VERTICAL
CNT-009-2015,,2015-02-26,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-017-2015,,2015-02-26,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-019-2015,,2015-02-26,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-117-2014,,2015-02-26,AUTORIZADA,CNT,DIVERSIFICACION POR EXTENSIÓN DE MERCADO
CNT-118-2014,,2015-02-26,AUTORIZADA,CNT,HORIZONTAL
CNT-014-2015,,2015-02-19,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-099-2014,,2015-02-19,AUTORIZADA,CNT,HORIZONTAL
CNT-120-2014,,2015-02-19,AUTORIZADA,CNT,HORIZONTAL
CNT-125-2014,,2015-02-19,AUTORIZADA,CNT,VERTICAL
CNT-001-2015,,2015-12-02,AUTORIZADA,CNT,HORIZONTAL
CNT-004-2015,,2015-12-02,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-008-2015,,2015-12-02,AUTORIZADA,CNT,DIVERSIFICACION POR LINEA DE PRODUCTO
CNT-010-2015,,2015-12-02,AUTORIZADA,CNT,HORIZONTAL
CNT-012-2015,,2015-12-02,AUTORIZADA,CNT,HORIZONTAL
CNT-015-2015,,2015-12-02,AUTORIZADA,CNT,<<SELECCIONE>>
CNT-091-2014,,2015-12-02,AUTORIZADA,CNT,HORIZONTAL
CNT-108-2014,,2015-12-02,AUTORIZADA,CNT,<<SELECCIONE>>
CNT-110-2014,,2015-12-02,AUTORIZADA,CNT,DIVERSIFICACION PURA
CNT-111-2014,,2015-12-02,AUTORIZADA,CNT,HORIZONTAL
CNT-121-2014,,2015-12-02,AUTORIZADA,CNT,HORIZONTAL
CNT-127-2014,,2015-12-02,AUTORIZADA,CNT,<<SELECCIONE>>
CNT-003-2015,,2015-05-02,AUTORIZADA,CNT,HORIZONTAL
CNT-112-2014,,2015-05-02,AUTORIZADA,CNT,HORIZONTAL
CNT-128-2014,,2015-05-02,AUTORIZADA,CNT,HORIZONTAL
CNT-129-2014,,2015-05-02,AUTORIZADA,CNT,HORIZONTAL
CNT-077-2014,,2015-01-29,AUTORIZADA,CNT,HORIZONTAL
CNT-093-2014,,2015-01-29,CONDICIONADA,CNT,<<SELECCIONE>>
CNT-103-2014,,2015-01-29,AUTORIZADA,CNT,<<SELECCIONE>>
CNT-114-2014,,2015-01-29,AUTORIZADA,CNT,HORIZONTAL
CNT-107-2014,,2015-01-22,AUTORIZADA,CNT,DIVERSIFICACION POR LINEA DE PRODUCTO
CNT-055-2014,,2015-01-15,AUTORIZADA,CNT,HORIZONTAL
CNT-113-2014,,2015-01-15,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-116-2014,,2015-01-15,AUTORIZADA,CNT,HORIZONTAL
CNT-123-2014,,2015-01-15,AUTORIZADA,CNT,HORIZONTAL
CNT-094-2014,,2015-06-01,AUTORIZADA,CNT,AUMENTO DE PARTICIPACIÓN ACCIONARIA
CNT-101-2014,,2015-06-01,AUTORIZADA,CNT,HORIZONTAL
LI-007-2019,,2019-12-18,COMENTARIOS Y/O RECOMENDACIÓN,LI,
LI-006-2019,,2019-05-12,FAVORABLE,LI,
ONCP-015-2019,,2019-11-21,FAVORABLE,ONCP,
LI-003(01)-2019,,2019-07-11,FAVORABLE,LI,
ONCP-014-2019,,2019-07-11,FAVORABLE,ONCP,
LI-005-2019,,2019-10-24,COMENTARIOS Y/O RECOMENDACIÓN,LI,
LI-002(01)-2019,,2019-10-17,FAVORABLE,LI,
LI-002(02)-2019,,2019-10-17,FAVORABLE,LI,
OCCP-005-2019,,2019-08-29,FAVORABLE,OCCP,
LI-004-2019,,2019-08-22,COMENTARIOS Y/O RECOMENDACIÓN,LI,
OCCP-006-2019,,2019-08-22,FAVORABLE,OCCP,
OCCP-007-2019,,2019-08-22,FAVORABLE,OCCP,
ONCP-011-2019,,2019-07-25,FAVORABLE,ONCP,
OCCP-004-2019,,2019-06-21,FAVORABLE,OCCP,
ONCP-010-2019,,2019-06-06,FAVORABLE,ONCP,
LI-003-2019,,2019-04-25,COMENTARIOS Y/O RECOMENDACIÓN,LI,
ONCP-002-2019,,2019-10-04,FAVORABLE,ONCP,
OCCP-002-2019,,2019-04-04,FAVORABLE,OCCP,
LI-002-2019,,2019-03-28,COMENTARIOS Y/O RECOMENDACIÓN,LI,
LI-001-2019,,2019-07-03,FAVORABLE,LI,
ONCP-029-2018,,2019-07-03,FAVORABLE,ONCP,
ONCP-027-2018,,2019-02-27,FAVORABLE,ONCP,
